2024-09-12 10:00:00,73.0,73.3,72.9,73.1,135856,9928426.700000003,+,408
2024-09-12 10:05:00,73.2,73.2,72.9,73.0,21676,1582941.3,-,113
2024-09-12 10:10:00,73.0,73.0,72.9,73.0,43624,3184022.8,=,127
2024-09-12 10:15:00,73.0,73.0,72.8,72.9,34778,2535682.5999999996,-,154
2024-09-12 10:20:00,72.9,72.9,72.8,72.9,22726,1656523.8999999992,=,104
2024-09-12 10:25:00,72.9,72.9,72.8,72.9,14632,1066138.3000000005,=,123
2024-09-12 10:30:00,72.9,72.9,72.8,72.9,9543,695342.4999999999,=,82
2024-09-12 10:35:00,72.9,72.9,72.8,72.9,46590,3393484.0000000005,=,214
2024-09-12 10:40:00,72.9,72.9,72.7,72.7,84900,6179443.8999999985,-,209
2024-09-12 10:45:00,72.7,72.7,72.6,72.7,14015,1018789.0999999999,=,95
2024-09-12 10:50:00,72.7,72.7,72.6,72.7,6479,470956.0,=,88
2024-09-12 10:55:00,72.7,72.7,72.6,72.7,4604,334648.8,=,68
2024-09-12 11:00:00,72.7,72.7,72.5,72.6,32768,2379538.400000001,-,222
2024-09-12 11:05:00,72.6,72.7,72.5,72.5,20866,1513729.7999999998,-,146
2024-09-12 11:10:00,72.6,72.6,72.5,72.6,22829,1655612.9000000008,+,175
2024-09-12 11:15:00,72.5,72.6,72.5,72.6,6770,491233.5999999998,=,63
2024-09-12 11:20:00,72.5,72.5,72.4,72.5,11327,821204.9,-,114
2024-09-12 11:25:00,72.5,72.6,72.4,72.6,12249,888491.5,+,74
2024-09-12 11:30:00,72.6,72.6,72.5,72.5,10651,772389.6000000001,-,119
2024-09-12 11:35:00,72.6,72.6,72.4,72.5,13161,954054.0,=,120
2024-09-12 11:40:00,72.5,72.5,72.4,72.5,21577,1562549.5999999999,=,273
2024-09-12 11:45:00,72.4,72.5,72.4,72.5,7970,577332.1,=,64
2024-09-12 11:50:00,72.4,72.5,72.4,72.5,8559,620119.6,=,80
2024-09-12 11:55:00,72.5,72.5,72.4,72.5,22507,1631724.6,=,109
2024-09-12 12:00:00,72.5,72.6,72.5,72.6,9817,711780.8999999999,+,47
2024-09-12 12:05:00,72.6,72.6,72.5,72.6,1904,138126.69999999998,=,36
2024-09-12 12:10:00,72.6,72.6,72.5,72.6,7647,554897.3,=,72
2024-09-12 12:15:00,72.6,72.6,72.5,72.5,11240,815653.0999999996,-,102
2024-09-12 12:20:00,72.6,72.6,72.5,72.6,9191,667215.6,+,81
2024-09-12 12:25:00,72.6,72.6,72.5,72.6,11260,817022.5999999999,=,97
2024-09-12 12:30:00,72.6,72.7,72.5,72.6,10938,793770.9999999999,=,62
2024-09-12 12:35:00,72.6,72.7,72.5,72.7,8375,607740.9,+,86
2024-09-12 12:40:00,72.7,72.7,72.6,72.7,5440,395478.0,=,44
2024-09-12 12:45:00,72.7,72.7,72.5,72.6,17743,1288248.0,-,89
2024-09-12 12:50:00,72.6,72.6,72.5,72.6,5791,420417.10000000003,=,55
2024-09-12 12:55:00,72.6,72.6,72.5,72.6,12314,893855.1,=,69
2024-09-12 13:00:00,72.6,72.6,72.5,72.6,8689,630122.9,=,82
2024-09-12 13:05:00,72.6,72.6,72.5,72.6,21417,1554328.7,=,96
2024-09-12 13:10:00,72.6,72.6,72.5,72.6,16553,1201360.4000000001,=,72
2024-09-12 13:15:00,72.6,72.6,72.5,72.6,27599,2002130.7999999998,=,155
2024-09-12 13:20:00,72.6,72.6,72.5,72.6,11385,825976.2999999999,=,84
2024-09-12 13:25:00,72.6,72.6,72.5,72.6,16151,1171347.4,=,92
2024-09-12 13:30:00,72.6,72.6,72.4,72.5,32724,2372849.2,-,210
2024-09-12 13:35:00,72.5,72.5,72.4,72.4,51326,3716866.9,-,371
2024-09-12 13:40:00,72.5,72.5,72.4,72.5,50515,3661300.2,+,157
2024-09-12 13:45:00,72.4,72.5,72.4,72.5,22614,1639378.2,=,97
2024-09-12 13:50:00,72.5,72.5,72.4,72.5,15763,1141997.2999999998,=,141
2024-09-12 13:55:00,72.5,72.5,72.4,72.5,1164,84388.4,=,18
